figure_title,company,rank,unified_id,question_text,primary_priority,primary_use,source_types
Tags in study banks and compiled reports. Not the probability this company asks this.,Glean,10,UQ-0252,Why is RAG the right architecture for an enterprise assistant instead of fine-tuning on the company's data? Where does RAG break?,fine_tuning,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Abridge,1,UQ-0019,How do you attribute every claim in a generated answer to a specific retrieved span?,grounding,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Abridge,2,UQ-0037,A generated note contains a medication the patient never mentioned. Treat that as a safety incident: how do you detect it before a clinician sees it?,grounding,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Abridge,3,UQ-0066,Clinicians will not sign what they cannot verify. How would you build span-level provenance from every line of the note back to the conversation?,grounding,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Abridge,4,UQ-0083,"Design a service that turns the conversation into draft orders: labs, imaging, referrals, prescriptions. Assume tool calls against the EHR.",agent_reliability,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Abridge,5,UQ-0129,"Edit rate is the obvious measure of clinician trust. What does it hide, and what would you instrument instead?",evals,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Abridge,6,UQ-0164,How do you handle code-switching and accents in a production ASR system?,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Abridge,7,UQ-0199,"Our audio is a clinic room: two or three speakers, background noise, accents, and a vocabulary full of drug names. How would you build and improve the ASR for that?",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Abridge,8,UQ-0216,"The patient's chart already lists their medications. How would you use that to improve transcription of drug names, and how would you keep it from backfiring?",grounding,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Abridge,9,UQ-0219,"Turn a conversation into billable diagnosis codes. What is the accuracy bar, and how do you build to it?",evals,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Abridge,10,UQ-0220,Two good clinicians write different notes for the same visit. So how do you evaluate note quality at all?,evals,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Harvey,1,UQ-0019,How do you attribute every claim in a generated answer to a specific retrieved span?,grounding,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Harvey,2,UQ-0039,A new frontier model is released and it scores better on your benchmarks. What happens before it reaches customers?,evals,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Harvey,3,UQ-0047,An agentic research query returns a memo citing a case that was overruled. Where does that get caught?,grounding,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Harvey,4,UQ-0159,How do you build an eval set when there is no labelled ground truth and experts are expensive?,evals,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Harvey,5,UQ-0092,"Design an agent that takes a draft NDA and returns a redlined Word document reflecting the firm's playbook, not a chat response.",agent_reliability,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Harvey,6,UQ-0132,"Estimate the cost and turnaround of running your diligence workflow over a 5,000-document data room, and tell me which lever you would pull first.",serving_cost,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Harvey,7,UQ-0245,When would you put a whole contract in the context window instead of retrieving over it? Defend the answer with numbers.,context_sampling,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Harvey,8,UQ-0311,A lawyer asks a question about a 200-page credit agreement where the operative clause on page 140 depends on a defined term on page 8. How do you build retrieval that gets this right?,chunking,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Harvey,9,UQ-0312,A lawyer asks about a 200-page credit agreement where the operative clause on page 140 depends on a defined term on page 8. How do you build retrieval that gets this right?,chunking,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Harvey,10,UQ-0668,"Every assertion in a Harvey answer needs to link back to a specific passage. Design the grounding system, and tell me how you would measure the unsupported-claim rate.",grounding,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Mistral,1,UQ-0045,"After fine-tuning on a customer's task, target-task accuracy is up but the model got worse at everything else. What happened and what do you do?",fine_tuning,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Mistral,2,UQ-0097,Design an on-prem deployment of an open-weight model for a European bank that cannot send data to any external API.,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Mistral,3,UQ-0134,"Estimate the KV-cache memory for serving Mistral 7B, and design the rolling-buffer cache that sliding-window attention enables.",serving_cost,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Mistral,4,UQ-0140,Explain how a Mixtral-style sparse mixture-of-experts model works. Why does a ~47B-parameter model run at roughly the cost of a ~13B one?,serving_cost,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Mistral,5,UQ-0168,"How does function calling actually work with an LLM, and how do you make it reliable enough for production agents?",agent_reliability,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Mistral,6,UQ-0195,"Mistral 7B shipped with grouped-query attention and sliding-window attention. What does each buy you, and what does each cost?",tokens_attention,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Mistral,7,UQ-0201,"Pair-programming: build a service that takes a user question, enriches it with data from a third-party API, and answers via a chat-model API. How do you structure it?",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Mistral,8,UQ-0268,"You need to quantize a model for a customer's hardware. How do you choose a scheme, and how do you prove quality hasn't regressed?",serving_cost,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Mistral,9,UQ-0296,"A customer has 2,000 pages of internal PDFs and wants an assistant that answers questions over them. Fine-tune or RAG? Walk me through the decision.",fine_tuning,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Mistral,10,UQ-0416,"Coding & Algorithms: A 60-minute live coding session"" within a 6-round loop — ML-flavored algorithmic coding plus practical AI utilities (tokenizer, streaming HTTP client, eval harness glue).",coding,firm,compiled report
Tags in study banks and compiled reports. Not the probability this company asks this.,Groq,1,UQ-0055,"An LPU has no HBM at all, just on-die SRAM. Redo the decode roofline argument for that machine and tell me what changes.",serving_cost,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Groq,2,UQ-0108,"Design the IR and pass pipeline for a compiler targeting a spatial dataflow accelerator. Where does the memory-residency decision live, and why?",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Groq,3,UQ-0139,Explain disaggregated prefill/decode serving and when it pays for itself.,serving_cost,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Groq,4,UQ-0183,How would you serve a large mixture-of-experts model on a statically scheduled fabric when expert selection is data-dependent?,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Groq,5,UQ-0197,"On a GPU you batch to amortise weight reads. What is the batching calculus on an SRAM-only machine, and how should that change how we price?",serving_cost,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Groq,6,UQ-0200,"Our compiler statically schedules every instruction and every chip-to-chip transfer. What does that compiler need to know that an NVCC-style compiler does not, and what breaks when it is wrong?",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Groq,7,UQ-0208,"Tell me about a performance optimisation you shipped. Give me the numbers, and tell me why I should believe them.",project_defense,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Groq,8,UQ-0257,Write me the host-side runtime that feeds a deterministic accelerator across many chips. What is genuinely hard about it?,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Groq,9,UQ-0038,"A model passes bit-exact against the functional simulator on one chip, but produces wrong output at rack scale. How do you find it?",system_design,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Groq,10,UQ-0288,"A 70B dense model at 8-bit weights, chips with ~230 MB of SRAM each. Walk me through the deployment and the unit economics.",serving_cost,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Cursor (Anysphere),1,UQ-0105,Design the harness for an agent that makes multi-file changes from a natural-language task. How do you keep it from wrecking a codebase?,agent_reliability,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Cursor (Anysphere),2,UQ-0161,How do you evaluate a code-editing model before shipping it? Design the offline and online eval story for tab or agent edits.,evals,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Cursor (Anysphere),3,UQ-0182,How would you index a 100k-file monorepo so an AI editor can retrieve relevant context - and keep the index fresh as the user edits?,data_plane,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Cursor (Anysphere),4,UQ-0275,Your agent model outputs an edited version of a 500-line file. Applying it verbatim is slow and error-prone. How do you make “apply” fast and reliable?,agent_reliability,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Cursor (Anysphere),5,UQ-0046,"An agent needs to iterate on code - run builds, tests, lints - without disturbing what the user sees in their editor. How do you architect that?",agent_reliability,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Cursor (Anysphere),6,UQ-0194,Long context windows keep getting cheaper. Why not drop retrieval and stuff the whole repo into context for every request?,serving_cost,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Cursor (Anysphere),7,UQ-0215,The model is streaming a multi-file edit while the user keeps typing in one of those files. How do you apply the edits without corrupting the buffer?,agent_reliability,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Cursor (Anysphere),8,UQ-0593,Design Cursor's tab (next-edit prediction) system: it must feel instant (sub-100 ms perceived latency) for millions of daily users.,serving_cost,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Cursor (Anysphere),9,UQ-0778,"Given a repository snapshot (path → content), build a Merkle tree and write the function returning which files changed between two snapshots without comparing every file's content.",coding,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Cursor (Anysphere),10,UQ-1171,Implement the core of an editor text buffer: efficient insert/delete at arbitrary positions and fast line lookup. What structure do you pick?,coding,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,"Consumer-Scale ML Companies (Uber, Netflix, LinkedIn, Airbnb, Pinterest, Spotify)",1,UQ-0483,"Design a content recommendation system for a streaming catalogue, including cold-start for new titles and new users.",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,"Consumer-Scale ML Companies (Uber, Netflix, LinkedIn, Airbnb, Pinterest, Spotify)",2,UQ-0498,Design a fraud-detection system with heavy class imbalance and an adversarial opponent.,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,"Consumer-Scale ML Companies (Uber, Netflix, LinkedIn, Airbnb, Pinterest, Spotify)",3,UQ-0512,Design a personalised feed ranking system with a two-stage candidate generation and ranking architecture.,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,"Consumer-Scale ML Companies (Uber, Netflix, LinkedIn, Airbnb, Pinterest, Spotify)",4,UQ-0544,"Design a visual search system: user uploads an image, you return visually similar in-catalogue items.",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,"Consumer-Scale ML Companies (Uber, Netflix, LinkedIn, Airbnb, Pinterest, Spotify)",5,UQ-0576,"Design an LLM-powered customer-support assistant on top of an existing help centre, with escalation to humans.",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,"Consumer-Scale ML Companies (Uber, Netflix, LinkedIn, Airbnb, Pinterest, Spotify)",6,UQ-0595,Design dynamic pricing / surge for a two-sided marketplace and describe the feedback loops that can go wrong.,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,"Consumer-Scale ML Companies (Uber, Netflix, LinkedIn, Airbnb, Pinterest, Spotify)",7,UQ-0613,"Design the ETA prediction system for a ride-hailing marketplace. What features, what model, how do you serve it in <100 ms?",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,"Consumer-Scale ML Companies (Uber, Netflix, LinkedIn, Airbnb, Pinterest, Spotify)",8,UQ-0635,Design “people you may know” / job-recommendation ranking at a professional network's scale.,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,"Consumer-Scale ML Companies (Uber, Netflix, LinkedIn, Airbnb, Pinterest, Spotify)",9,UQ-0858,"How do you design a feature store, and what causes training/serving skew?",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,"Consumer-Scale ML Companies (Uber, Netflix, LinkedIn, Airbnb, Pinterest, Spotify)",10,UQ-1135,Implement a streaming top-k with a bounded-memory sketch; implement a sliding-window rate counter.,coding,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Figure AI,1,UQ-0044,"A whole-body controller trained entirely in simulation has to run on real hardware. What transfers, what does not, and how do you close the gap?",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Figure AI,2,UQ-0113,Design the safety architecture for a learned whole-body policy operating near people.,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Figure AI,3,UQ-0121,Design the teleoperation data pipeline. Why is data collection the bottleneck in robotics rather than compute?,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Figure AI,4,UQ-0137,Explain action chunking. Why predict a sequence of future actions instead of the next one?,agent_reliability,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Figure AI,5,UQ-0154,Helix splits into a large slow model and a small fast one. Why not run a single end-to-end network?,serving_cost,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Figure AI,6,UQ-0162,How do you evaluate a manipulation policy when every trial costs robot time and every failure has physical consequences?,evals,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Figure AI,7,UQ-0261,"You have 10 hours of demonstrations for a new task and budget for 50 more. How do you decide what to collect, and what return do you expect?",fine_tuning,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Figure AI,8,UQ-0057,"Behaviour cloning on teleoperation data has a well-known failure mode. What is it, and what do you do about it on a real humanoid?",classic_ml,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Figure AI,9,UQ-0232,"What is a vision-language-action model, and how is it different from an LLM with tools?",agent_reliability,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Figure AI,10,UQ-0247,"Where does reinforcement learning fit on top of imitation learning for manipulation, and what makes the reward the hard part?",classic_ml,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Waymo,1,UQ-0058,Budget the compute and latency for the onboard stack. What breaks when a model gets bigger?,serving_cost,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Waymo,2,UQ-0084,Design a system that finds driving segments similar to a given one across the entire fleet archive.,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Waymo,3,UQ-0109,Design the output representation for a behaviour prediction model. What metrics would you gate it on?,evals,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Waymo,4,UQ-0125,Disengagement rate is a weak safety proxy. How would you actually measure whether the Driver is safe enough to ship?,evals,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Waymo,5,UQ-0157,How do you build a simulator you would trust to gate a release?,evals,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Waymo,6,UQ-0196,"Modular perception, prediction and planning, or end-to-end learned driving? Make the case, then tell me what you would actually build.",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Waymo,7,UQ-0246,"Where do vision-language models and foundation models genuinely help in an autonomy stack, and where are they a liability?",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Waymo,8,UQ-0249,"Why carry lidar, radar and cameras rather than cameras alone? Where would you fuse them?",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Waymo,9,UQ-0266,You have hundreds of millions of fleet miles. How do you find and use the rare scenarios that matter?,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Waymo,10,UQ-1875,You are opening in a new city. Structure the safety case.,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Google,1,UQ-0446,Complexity analyses; KV cache at inference.?,serving_cost,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Google,2,UQ-0511,"Design a Multimodal Search System (Text, Image, Video).",system_design,firm,compiled report
Tags in study banks and compiled reports. Not the probability this company asks this.,Google,3,UQ-0555,Design an AI-powered email assistant.,system_design,firm,compiled report
Tags in study banks and compiled reports. Not the probability this company asks this.,Google,4,UQ-0578,Design an On-Device AI Assistant.,system_design,firm,compiled report
Tags in study banks and compiled reports. Not the probability this company asks this.,Google,5,UQ-0977,How does a BiLSTM work? How does that compare to a Transformer?,tokens_attention,firm,compiled report
Tags in study banks and compiled reports. Not the probability this company asks this.,Google,6,UQ-0987,How does ensemble learning relate?,classic_ml,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Google,7,UQ-1296,"Summarize practical rules of thumb an ML engineer can follow when deciding whether an observed generalization gap is primarily due to model bias or model variance. Include specific metric thresholds, experiment types, and quick tests that can be run under time pressure.",classic_ml,firm,compiled report
Tags in study banks and compiled reports. Not the probability this company asks this.,Google,8,UQ-1304,Tell me about a past ML project deep in implementation: how did you debug it?,project_defense,firm,compiled report
Tags in study banks and compiled reports. Not the probability this company asks this.,Google,9,UQ-1777,Why attention over recurrence?,tokens_attention,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Google,10,UQ-1813,Why does early stopping reduce variance?,classic_ml,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Tesla,1,UQ-0612,Design the data engine: fleet triggers → upload → labelling → retraining → shadow-mode validation → release.,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Tesla,2,UQ-0644,Disengagement rate is a weak proxy. How would you actually measure whether an autonomy release is safer than the last one?,evals,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Tesla,3,UQ-0695,Explain how you would auto-label a fleet dataset and what quality controls you would put on it.,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Tesla,4,UQ-0900,How do you handle extreme class imbalance in rare-event detection (e.g. a child running into the road)?,classic_ml,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Tesla,5,UQ-1058,How would you design the neural network architecture for multi-camera 3D object detection without lidar?,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Tesla,6,UQ-1059,How would you detect and handle distribution shift between fleet data and your training set?,classic_ml,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Tesla,7,UQ-1072,"How would you fuse camera, radar and IMU inputs into a single perception stack, and where would you fuse them?",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Tesla,8,UQ-1161,Implement non-maximum suppression. Then vectorise it.,coding,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Tesla,9,UQ-1344,"Tell me about the most technically demanding thing you have shipped, and what you would do differently.",project_defense,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Tesla,10,UQ-1858,Write an efficient ring buffer for high-rate sensor data with a fixed memory budget.,coding,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Zhipu AI (GLM),1,UQ-0152,"GLM's original pre-training objective is autoregressive blank infilling. How does it differ from BERT and GPT, and why did the team argue it unifies understanding and generation?",tokens_attention,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Zhipu AI (GLM),2,UQ-0153,"GLM-4.5 is a ""hybrid reasoning"" model with a thinking mode and a direct-response mode. How do you build one model that does both, and what are the training and serving implications?",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Zhipu AI (GLM),3,UQ-0178,How would you evaluate an agentic coding model on SWE-bench and TAU-bench style benchmarks without fooling yourself?,evals,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Zhipu AI (GLM),4,UQ-0186,Implement a top-k MoE router in PyTorch. Then contrast auxiliary-loss load balancing with a loss-free approach.,coding,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Zhipu AI (GLM),5,UQ-0151,"GLM has been bilingual Chinese/English since GLM-130B. What changes in tokenization, data, and evaluation when a model must serve both languages well?",tokens_attention,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Zhipu AI (GLM),6,UQ-0585,Design AutoGLM end to end: a cloud service letting users delegate multi-step phone tasks (“order my usual coffee”) to an autonomous agent. Architecture and failure modes.,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Zhipu AI (GLM),7,UQ-0786,GLM-4.5 is an MoE with 355B total but 32B active parameters. Explain the economics: what does that split buy you and what does it cost?,serving_cost,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Zhipu AI (GLM),8,UQ-1578,"What is Multi-Token Prediction (MTP), why add an MTP layer, and how does it help at inference time?",serving_cost,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Zhipu AI (GLM),9,UQ-1816,"Why does long-horizon agentic RL need a disaggregated, asynchronous design (as in the slime framework) rather than colocated-synchronous?",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Moonshot AI (Kimi),1,UQ-0030,"A chat assistant re-sends a long conversation history on every turn. How do you avoid recomputing all of it, and what are the pitfalls?",serving_cost,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Moonshot AI (Kimi),2,UQ-0218,"Training a trillion-parameter model, attention logits can blow up and destabilise the run. What is going on, and how does something like MuonClip address it?",tokens_attention,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Moonshot AI (Kimi),3,UQ-0226,"Walk me through why you would disaggregate prefill and decode onto separate machines, as Mooncake does. What does that buy you and what does it cost?",serving_cost,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Moonshot AI (Kimi),4,UQ-0148,"For a long-context assistant, when is a 1M-token context window the right tool, and when should you use retrieval (RAG) instead?",system_design,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Moonshot AI (Kimi),5,UQ-0192,"Kimi's headline feature is very long context. When you push context from 8K to hundreds of thousands of tokens, what actually breaks first, and why?",context_sampling,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Moonshot AI (Kimi),6,UQ-1184,Kimi K1.5 scaled RL for reasoning without a process reward model or tree search. Why deliberately keep the RL recipe that simple?,fine_tuning,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Moonshot AI (Kimi),7,UQ-1187,"Kimi K2 targets agentic and coding tasks. How would you evaluate whether an agentic model is actually good, beyond a single benchmark number?",evals,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Moonshot AI (Kimi),8,UQ-0961,How do you take a model trained at 8K–32K and make it work at 128K or more?,tokens_attention,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Alibaba (Qwen),1,UQ-0203,"Qwen2.5-VL uses a native dynamic-resolution ViT with window attention and multimodal RoPE (MRoPE). Why native resolution instead of fixed-size tiling, and what does MRoPE encode?",tokens_attention,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Alibaba (Qwen),2,UQ-1254,Qwen ships both dense and MoE models (30B with ~3B active; 235B with ~22B active). When would you pick the 30B-A3B MoE over a 32B dense?,serving_cost,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Alibaba (Qwen),3,UQ-1256,"Qwen ships open weights that top public leaderboards. As the release engineer, how do you make sure the benchmark numbers are trustworthy and not contaminated?",evals,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Alibaba (Qwen),4,UQ-1258,"Qwen uses byte-level BPE with a ~151K vocabulary, augmented for multilingual coverage and with digits split into single characters. Why those choices, and what are the trade-offs?",tokens_attention,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Alibaba (Qwen),5,UQ-1260,Qwen's reasoning models train with RL using verifiable rewards on maths and code. Why is that preferred over PPO with a learned reward model for these domains?,fine_tuning,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Alibaba (Qwen),6,UQ-1264,"Qwen3 unifies a thinking mode and a non-thinking mode in one model with a caller-settable thinking budget. How would you train that, and how would you serve it?",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Alibaba (Qwen),7,UQ-1266,"Qwen3 uses strong-to-weak distillation, bootstrapping smaller models from flagship ones. How does that work and why is it cheaper?",fine_tuning,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Scale,1,UQ-0397,Build an ML evaluation pipeline,evals,firm,compiled report
Tags in study banks and compiled reports. Not the probability this company asks this.,Scale,2,UQ-1233,"Parse data and compute statistics transformations (coding round); ML concepts, LLMs, and debugging (ML coding round).",coding,firm,compiled report
Tags in study banks and compiled reports. Not the probability this company asks this.,Scale,3,UQ-1271,"Reading unfamiliar code, spotting conceptual bugs, tradeoffs under time",coding,firm,compiled report
Tags in study banks and compiled reports. Not the probability this company asks this.,Scale,4,UQ-0645,Distillation; safety filtering; multi-modal.?,unclear,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Scale,5,UQ-0791,"Handed a messy dataset, build a working analysis",coding,review,compiled report
Tags in study banks and compiled reports. Not the probability this company asks this.,Scale,6,UQ-1234,"Parsing data, data transformations, statistics about the data",unclear,review,compiled report
Tags in study banks and compiled reports. Not the probability this company asks this.,Scale,7,UQ-1665,"What topics and questions are LLM/NLP-focused interviewers asking at places like Hugging Face, Scale, Perplexity?",unclear,review,compiled report
Tags in study banks and compiled reports. Not the probability this company asks this.,"Cognition (Devin, Windsurf)",1,UQ-0103,Design the execution environment for thousands of concurrent cloud coding agents. It must survive the agent waiting forty minutes for CI.,system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,"Cognition (Devin, Windsurf)",2,UQ-0124,"Devin runs asynchronously in the cloud; Windsurf's Cascade runs in the editor next to the user. What actually changes between those two products, technically?",system_design,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,"Cognition (Devin, Windsurf)",3,UQ-0179,How would you evaluate an autonomous software engineering agent? Explain why SWE-bench pass rates mislead.,evals,firm,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,"Cognition (Devin, Windsurf)",4,UQ-0048,"An autonomous agent has write access to a customer's repository, CI credentials and network access. What is your threat model?",agent_reliability,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,"Cognition (Devin, Windsurf)",5,UQ-0056,"As a Deployed Engineer, you are rolling Devin into a 2,000-engineer organisation. What do the first ninety days look like?",unclear,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,"Cognition (Devin, Windsurf)",6,UQ-0278,Your agent spends over half its first turn just finding the relevant code. How do you fix that?,agent_reliability,review,study bank
Tags in study banks and compiled reports. Not the probability this company asks this.,Consumer-Scale ML Companies,1,UQ-0076,"Design a customer-support agent that can take real actions, with escalation to humans.",agent_reliability,firm,study bank
