unified_id,question_text,validity,source_types,n_instances,n_candidate,n_compiled_report,n_study_bank,instance_ids,source_authors,companies_stated,companies_bank_tag,company_pairs,named_concepts,named_tools,merge_kind,n_wordings
UQ-1056,"How would you design ChatGPT to handle 100 million users?"" — paired with ""system reliability and fault tolerance"" and ""how to scale machine learning workloads.",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-039,landedjobs,,OpenAI,OpenAI:bank_tag,,ChatGPT,exact,1
UQ-1057,How would you design safeguards for an AI system that can take actions on behalf of a user?,study bank,study bank,1,0,0,1,PALLAVI-0278,pallavi-shekhar,,OpenAI,OpenAI:bank_tag,,,exact,1
UQ-1058,How would you design the neural network architecture for multi-camera 3D object detection without lidar?,study bank,study bank,1,0,0,1,PALLAVI-0442,pallavi-shekhar,,Tesla,Tesla:bank_tag,,,exact,1
UQ-1059,How would you detect and handle distribution shift between fleet data and your training set?,study bank,study bank,1,0,0,1,PALLAVI-0445,pallavi-shekhar,,Tesla,Tesla:bank_tag,,,exact,1
UQ-1060,"How would you detect that a parser silently corrupted documents, at scale, without reading every page?",study bank,study bank,1,0,0,1,OMB-0168,ombharatiya,,,,,,exact,1
UQ-1061,How would you effect change without authority?,study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-060-F1,landedjobs,,Amazon,Amazon:bank_tag,,,exact,1
UQ-1062,"How would you evaluate answer quality for an answer engine, continuously and at scale, with both automated and human signals?",study bank,study bank,1,0,0,1,PALLAVI-0512,pallavi-shekhar,,Perplexity,Perplexity:bank_tag,,,exact,1
UQ-1063,"How would you evaluate answer quality for an answer engine, continuously and at scale?",study bank,study bank,1,0,0,1,OMB-0841,ombharatiya,,Perplexity,Perplexity:bank_tag,,,exact,1
UQ-1064,How would you evaluate multilingual retrieval quality - a customer's employees query in French and Korean over mostly-English documents?,study bank,study bank,1,0,0,1,OMB-0624,ombharatiya,,Cohere,Cohere:bank_tag,,,exact,1
UQ-1065,How would you evaluate multilingual retrieval quality when employees query in French and Korean over mostly-English documents?,study bank,study bank,1,0,0,1,PALLAVI-0343,pallavi-shekhar,,Cohere,Cohere:bank_tag,,,exact,1
UQ-1066,How would you evaluate plan quality?,study bank,study bank,1,0,0,1,LANDED2-LLM-AND-ML-C-031-F1,landedjobs,,Anthropic,Anthropic:bank_tag,,,exact,1
UQ-1067,How would you evaluate the latency-throughput sweet spot and adjust the system as load patterns change?,compiled report,compiled report,1,0,1,0,LANDED2-LLM-AND-ML-C-051,landedjobs,,,,,,exact,1
UQ-1068,How would you evaluate the performance of a RAG system?,compiled report,compiled report,1,0,1,0,LANDED2-LLM-AND-ML-C-024,landedjobs,,OpenAI,OpenAI:bank_tag,RAG,,exact,1
UQ-1069,How would you evaluate the quality of a RAG pipeline: retrieval and generation separately?,study bank,study bank,1,0,0,1,PALLAVI-0087,pallavi-shekhar,,Cohere,Cohere:bank_tag,RAG,,exact,1
UQ-1070,How would you evaluate the quality of a search-engine LLM answer?,compiled report,compiled report,1,0,1,0,LANDED-PERPLEXITY-04,landedjobs,,Perplexity,Perplexity:bank_tag,,,exact,1
UQ-1071,How would you evaluate the reliability of an MCP wrapper around an internal API?,compiled report,compiled report,1,0,1,0,LANDED-Q-LLMOPS-09,landedjobs,,,,,MCP,exact,1
UQ-1072,"How would you fuse camera, radar and IMU inputs into a single perception stack, and where would you fuse them?",study bank,study bank,1,0,0,1,PALLAVI-0448,pallavi-shekhar,,Tesla,Tesla:bank_tag,,,exact,1
UQ-1073,How would you handle a customer who wants to ship a clearly risky use case?,study bank,study bank,1,0,0,1,LANDED2-FDE-PRODUCT--064-F1,landedjobs,,,,,,exact,1
UQ-1074,How would you handle a stale-account segment?,study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-044-F1,landedjobs,,,,,,exact,1
UQ-1075,How would you handle imbalanced classes during model training?,compiled report,compiled report,1,0,1,0,LANDED2-LLM-AND-ML-C-058,landedjobs,,,,,,exact,1
UQ-1076,How would you have done it cheaper?,study bank,study bank,1,0,0,1,LANDED2-FRONTIER-AI--005-F1,landedjobs,,,,,,exact,1
UQ-1077,How would you have handled the board situation in 2023?,study bank,study bank,1,0,0,1,LANDED2-FRONTIER-AI--006-F1,landedjobs,,,,,,exact,1
UQ-1078,"How would you implement sub-question decomposition, and when does it make things worse?",study bank,study bank,1,0,0,1,OMB-0185,ombharatiya,,,,,,exact,1
UQ-1079,"How would you improve product search results, focusing on the fraction of relevant documents retrieved (recall)?",study bank,study bank,1,0,0,1,PALLAVI-0299,pallavi-shekhar,,Google DeepMind and Google AI,Google DeepMind and Google AI:bank_tag,,,exact,1
UQ-1080,How would you keep a guardrail?,study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-036-F2,landedjobs,,,,,,exact,1
UQ-1081,How would you make ChatGPT safe from jailbreaks?,compiled report,compiled report,1,0,1,0,LANDED-OPENAI-09,landedjobs,,OpenAI,OpenAI:bank_tag,prompt injection,ChatGPT,exact,1
UQ-1082,How would you make complex AI research findings accessible to a non-technical audience?,study bank,study bank,1,0,0,1,PALLAVI-0254,pallavi-shekhar,,Anthropic,Anthropic:bank_tag,,,exact,1
UQ-1083,"How would you make decisions under uncertainty?"" / ""How do you weigh risk?"" / ""Do you think about long-term consequences?",compiled report,compiled report,1,0,1,0,LANDED2-FRONTIER-AI--021,landedjobs,,,,,,exact,1
UQ-1084,"How would you measure engagement for a productivity app, including features or behaviors to track?",compiled report,compiled report,1,0,1,0,LANDED2-DATA-AND-APP-055,landedjobs,,,,,,exact,1
UQ-1085,"How would you measure success for X enterprise feature?"" (recurring Anthropic PM analytical question, verbatim intent)",compiled report,compiled report,1,0,1,0,LANDED2-FDE-PRODUCT--043,landedjobs,,,,,,exact,1
UQ-1086,How would you monitor continuingly?,study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-036-F1,landedjobs,,,,,,exact,1
UQ-1087,How would you monitor for input distribution shift in an LLM app?,compiled report,compiled report,1,0,1,0,LANDED2-LLM-AND-ML-C-043,landedjobs,,,,,,exact,1
UQ-1088,How would you parallelise this task? (Concurrency and data mutation come up repeatedly across rounds.),study bank,study bank,1,0,0,1,PALLAVI-0233,pallavi-shekhar,,Anthropic,Anthropic:bank_tag,,,exact,1
UQ-1089,How would you reliably extract tables and charts from documents?,study bank,study bank,1,0,0,1,OMB-0481,ombharatiya,,,,,,exact,1
UQ-1090,How would you respond to a model behavior that poses risk?,compiled report,compiled report,1,0,1,0,LANDED2-FRONTIER-AI--016,landedjobs,,,,,,exact,1
UQ-1091,How would you shard across 16 nodes?,study bank,study bank,1,0,0,1,LANDED2-FRONTIER-AI--001-F4,landedjobs,,,,,,exact,1
UQ-1092,How would you shard this across N nodes?,study bank,study bank,1,0,0,1,LANDED2-FRONTIER-AI--031-F1,landedjobs,,,,,,exact,1
UQ-1093,How would you ship a fix without breaking trust in the experimentation platform?,study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-057-F1,landedjobs,,,,,,exact,1
UQ-1094,How would you test a model's effective context window?,study bank,study bank,1,0,0,1,LANDED2-LLM-AND-ML-C-009-F3,landedjobs,,,,context window,,exact,1
UQ-1095,How would you test it (correctness fuzzing vs property-based testing)?,study bank,study bank,1,0,0,1,LANDED2-FRONTIER-AI--001-F5,landedjobs,,,,,,exact,1
UQ-1096,"How would you use synthetic data to build or extend an eval set, and what are the failure modes?",study bank,study bank,1,0,0,1,OMB-0349,ombharatiya,,,,,,exact,1
UQ-1097,"How would you verify the functional correctness of a recommendation system that uses an LLM?"" (paraphrased, representative of OpenAI SWE practice questions)",compiled report,compiled report,1,0,1,0,LANDED2-FDE-PRODUCT--031,landedjobs,,,,,,exact,1
UQ-1098,Hybrid search vs pure vector?,study bank,study bank,1,0,0,1,LANDED2-LLM-AND-ML-C-020-F1,landedjobs,,OpenAI,OpenAI:bank_tag,hybrid search,,exact,1
UQ-1099,I am interviewing for a company who is heavily focused on post training processes for training an agent. They do great deal of SFT and RL with human feedback. What should I study?,compiled report,compiled report,1,0,1,0,LANDED2-LLM-AND-ML-C-013,landedjobs,,,,,,exact,1
UQ-1100,I ask you about something at the edge of your resume - say the internals of an optimizer you've never implemented. You don't know. What do you actually say?,study bank,study bank,1,0,0,1,OMB-0511,ombharatiya,,,,,,exact,1
UQ-1101,"I find the semantic search the greatest part of RAG. Building a good retrieval system (proper chunking, context-awareness, decent pre-retrieval)...",compiled report,compiled report,1,0,1,0,LANDED2-LLM-AND-ML-C-021,landedjobs,,OpenAI,OpenAI:bank_tag,chunking|RAG,,exact,1
UQ-1102,"If contamination rises to 5%, do you trust the readout?",study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-026-F2,landedjobs,,,,,,exact,1
UQ-1103,"If only 60% of the required traffic arrives, what do you do?",study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-026-F1,landedjobs,,,,,,exact,1
UQ-1104,"If the accuracy of a classifier is 1, what is the lower/upper bound on the loss function for a single training example?",study bank,study bank,1,0,0,1,PALLAVI-0263,pallavi-shekhar,,OpenAI,OpenAI:bank_tag,,,exact,1
UQ-1105,"If the customer's CSAT is wrong, who owns the recovery?",study bank,study bank,1,0,0,1,LANDED2-FDE-PRODUCT--010-F2,landedjobs,,,,,,exact,1
UQ-1106,"If the nudge renders for only 70% of assigned-treatment guests, how do ITT and TOT diverge, and which one drives the ship decision vs the per-user efficacy story?",study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-026-F3,landedjobs,,,,,,exact,1
UQ-1107,"If the offline and online metrics disagree, what do you do?",study bank,study bank,1,0,0,1,LANDED2-FDE-PRODUCT--038-F1,landedjobs,,,,,,exact,1
UQ-1108,"If you had two more weeks, what would you try?",study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-013-F1,landedjobs,,Amazon,Amazon:bank_tag,,,exact,1
UQ-1109,"If you only have pre/post windows (no randomization), formulate a credible causal strategy (DiD with covariates/CUPED, PSM/IPW), state the identifying assumptions, write the ATE estimator, and describe how you'd test parallel trends and overlap.",compiled report,compiled report,1,0,1,0,LANDED2-DATA-AND-APP-031,landedjobs,,,,,,exact,1
UQ-1110,"If you wanted to detect fraud for drivers, design the SQL and the modeling pipeline.",compiled report,compiled report,1,0,1,0,LANDED2-DATA-AND-APP-020,landedjobs,,,,,,exact,1
UQ-1111,"If your data shifted 5% tomorrow, what would you re-evaluate first?",study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-054-F1,landedjobs,,,,,,exact,1
UQ-1112,"Images are 2D and video is 3D, but an LLM's positional encoding is 1D. What breaks if you just flatten the patches, and how do modern VLMs handle it?",study bank,study bank,1,0,0,1,OMB-0488,ombharatiya,,,,positional encoding,,exact,1
UQ-1113,"Implement a basic RAG pipeline using an embedding model and a vector database"", ""Build a basic document parser that extracts text from PDFs and splits it into chunks"", and ""Implement a simple re-ranker for search results.",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-017,landedjobs,,,,chunking|embeddings|RAG,,exact,1
UQ-1114,"Implement a Byte Pair Encoding (BPE) tokenizer. Write `train(corpus, vocab_size)` that learns the merge rules, and `encode(text)` / `decode(ids)` that apply them. No external tokenizer libraries.",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-001,landedjobs,,OpenAI,OpenAI:bank_tag,,,exact,1
UQ-1115,"Implement a conversation memory system for a chatbot (sliding window, summary, buffer).",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-021,landedjobs,,Cursor,Cursor:bank_tag,,,exact,1
UQ-1116,Implement a flexible rate-limiter for API endpoints using per-user rules and interfaces,compiled report,compiled report,1,0,1,0,LANDED-CURSOR-01,landedjobs,,Cursor,Cursor:bank_tag,rate limiting,,exact,1
UQ-1117,Implement a full Transformer (decoder) block from memory,compiled report,compiled report,1,0,1,0,LANDED-Q-CODING-04,landedjobs,,,,,,exact,1
UQ-1118,"Implement a full transformer block in PyTorch: multi-head attention, feed-forward network, residual connections, and layer norm. You may use `nn.Linear` but nothing higher-level.",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-004,landedjobs,,,,attention,PyTorch,exact,1
UQ-1119,Implement a function that takes a list of API endpoint response times (in milliseconds) and returns the p95 latency. Handle potential errors like empty lists or non-numeric values.,compiled report,compiled report,1,0,1,0,LANDED2-FRONTIER-AI--040,landedjobs,,,,,,exact,1
UQ-1120,"Implement a function that takes a stream of strings and removes duplicates in real time, without storing the entire stream in memory",compiled report,compiled report,1,0,1,0,LANDED2-FRONTIER-AI--058,landedjobs,,,,,,exact,1
UQ-1121,Implement a KV cache and single-step decode.,study bank,study bank,1,0,0,1,PALLAVI-0211,pallavi-shekhar,,Moonshot AI,Moonshot AI:bank_tag,KV cache|prefill/decode,,exact,1
UQ-1122,Implement a LoRA adapter from scratch,compiled report,compiled report,1,0,1,0,LANDED-Q-CODING-05,landedjobs,,,,LoRA,,exact,1
UQ-1123,Implement a metric in pandas: cohort funnel from impression to click to purchase.,compiled report,compiled report,1,0,1,0,LANDED2-DATA-AND-APP-045,landedjobs,,,,,,exact,1
UQ-1124,"Implement a minimal agent loop with tool dispatch, error handling and a step budget.",study bank,study bank,1,0,0,1,PALLAVI-0227,pallavi-shekhar,,Cognition,Cognition:bank_tag,,,exact,1
UQ-1125,"Implement a multi-head self-attention layer (forward pass) using PyTorch or NumPy that: Projects inputs into queries (Q), keys (K), and values (V)…"" — PracHub records that this evaluates ""practical implementation skills and conceptual understanding of multi-head self-attention, including query/key/value projections, head-wise tensor reshaping, masking behavior, and considerations for numerical stability and computational complexity.",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-003,landedjobs,,,,attention,PyTorch|NumPy,exact,1
UQ-1126,Implement a prompt template system with variable substitution.,compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-028,landedjobs,,,,,,exact,1
UQ-1127,"Implement a rate limiter for an LLM API gateway: each user gets X requests/minute and Y tokens/minute. `allow(user, tokens)` returns whether the request may proceed. Then make it work across multiple gateway instances.",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-026,landedjobs,,xAI,xAI:bank_tag,rate limiting,,exact,1
UQ-1128,Implement a ReAct agent loop that calls two tools and recovers from a tool error,compiled report,compiled report,1,0,1,0,LANDED-Q-CODING-07,landedjobs,,,,ReAct,,exact,1
UQ-1129,Implement a ReAct agent that calls two tools and recovers from a tool error.,compiled report,compiled report,1,0,1,0,LANDED-Q-AGENTS-07,landedjobs,,,,ReAct,,exact,1
UQ-1130,Implement a retry mechanism with exponential backoff for LLM API calls.,compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-023,landedjobs,,Anthropic,Anthropic:bank_tag,,,exact,1
UQ-1131,"Implement a sampling routine that supports temperature, top-k, and top-p (nucleus) filtering.",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-006,landedjobs,,OpenAI,OpenAI:bank_tag,temperature,,exact,1
UQ-1132,"Implement a set of shape classes that compute area, then extend them to handle a new shape.",study bank,study bank,1,0,0,1,PALLAVI-0602,pallavi-shekhar,,Palantir,Palantir:bank_tag,,,exact,1
UQ-1133,Implement a simple re-ranker for search results.,compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-019,landedjobs,,Cohere,Cohere:bank_tag,,,exact,1
UQ-1134,Implement a simple retriever.,compiled report,compiled report,1,0,1,0,LANDED2-DATA-AND-APP-035,landedjobs,,,,,,exact,1
UQ-1135,Implement a streaming top-k with a bounded-memory sketch; implement a sliding-window rate counter.,study bank,study bank,1,0,0,1,PALLAVI-0450,pallavi-shekhar,,"Consumer-Scale ML Companies (Uber, Netflix, LinkedIn, Airbnb, Pinterest, Spotify)","Consumer-Scale ML Companies (Uber, Netflix, LinkedIn, Airbnb, Pinterest, Spotify):bank_tag",,,exact,1
UQ-1136,Implement a text chunker with overlap that never splits a semantic unit.,study bank,study bank,1,0,0,1,PALLAVI-0225,pallavi-shekhar,,Harvey,Harvey:bank_tag,chunking,,exact,1
UQ-1137,"Implement a thread-safe cache with configurable eviction policy"" / ""Debug a performance bottleneck in a streaming tokenization system"" / ""Design and implement a reservation service with concurrency constraints",compiled report,compiled report,1,0,1,0,LANDED2-FRONTIER-AI--003,landedjobs,,,,,,exact,1
UQ-1138,Implement a tokenizer,compiled report,compiled report,1,0,1,0,LANDED-OPENAI-03,landedjobs,,OpenAI,OpenAI:bank_tag,,,exact,1
UQ-1139,"Implement a toy system mimicking a database, a KV store, a chat room, a game.",compiled report,compiled report,1,0,1,0,LANDED2-DATA-AND-APP-050,landedjobs,,,,,,exact,1
UQ-1140,"Implement a training loop that supports mixed-precision, gradient accumulation, gradient clipping, cosine LR schedule with warmup, and deterministic reproducibility."" A common live variant: ""This training loop OOMs at batch size 32; only batch size 8 fits. Modify it to train with an effective batch size of 32, then add mixed precision. Explain every change.",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-014,landedjobs,,OpenAI,OpenAI:bank_tag,cosine similarity,,exact,1
UQ-1141,Implement a transformer block,compiled report,compiled report,1,0,1,0,LANDED-GOOGLE-DEEPMIND-02,landedjobs,,Google DeepMind,Google DeepMind:bank_tag,,,exact,1
UQ-1142,"Implement a transformer from scratch"" *(during the LLM knowledge quiz)*",compiled report,compiled report,1,0,1,0,LANDED2-FRONTIER-AI--044,landedjobs,,,,,,exact,1
UQ-1143,Implement a trie,compiled report,compiled report,1,0,1,0,LANDED-ANTHROPIC-03,landedjobs,,Anthropic,Anthropic:bank_tag,,,exact,1
UQ-1144,Implement a UI from a mockup with provided CSS and API.,study bank,study bank,1,0,0,1,PALLAVI-0260,pallavi-shekhar,,OpenAI,OpenAI:bank_tag,,,exact,1
UQ-1145,"Implement an async task queue: tasks can be submitted at any time, at most N run concurrently, each submission returns a promise/future of its result. (JS/TS or Python asyncio.)",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-025,landedjobs,,,,,,exact,1
UQ-1146,Implement an LRU cache,compiled report,compiled report,1,0,1,0,LANDED-OPENAI-01,landedjobs,,OpenAI,OpenAI:bank_tag,,,exact,1
UQ-1147,"Implement an LRU Cache (Classic but Dangerous) — implement `get(key)` and `put(key, value)` in O(1)",compiled report,compiled report,1,0,1,0,LANDED2-FRONTIER-AI--031,landedjobs,,,,,,exact,1
UQ-1148,Implement an LRU cache with O(1) get/put. Now add per-entry TTL.,study bank,study bank,1,0,0,1,OMB-0916,ombharatiya,,xAI,xAI:bank_tag,,,exact,1
UQ-1149,"Implement attention [block]"" / ""implement PPO"" / ""implement VAE",compiled report,compiled report,1,0,1,0,LANDED-OPENAI-04,landedjobs,,OpenAI,OpenAI:bank_tag,attention,,exact,1
UQ-1150,"Implement attention without ever materializing the full N×N attention matrix — process K/V in tiles and keep a running softmax, FlashAttention-style.",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-005,landedjobs,,Mistral,Mistral:bank_tag,FlashAttention|attention|softmax,,exact,1
UQ-1151,"Implement Backprop for a Tiny Network"" (rated hard, 137 candidate reports) and the sibling prompt ""Debug MiniGPT and Backpropagate Matmul"" (rated medium, 58 candidate reports).",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-010,landedjobs,,OpenAI,OpenAI:bank_tag,,,exact,1
UQ-1152,"Implement beam search decoding for an autoregressive language model: given `model(prefix) -> log_probs`, return the highest-scoring sequence with beam width k.",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-007,landedjobs,,Mistral,Mistral:bank_tag,,,exact,1
UQ-1153,Implement BPE training and encoding from scratch.,study bank,study bank,1,0,0,1,PALLAVI-0212,pallavi-shekhar,,,,,,exact,1
UQ-1154,"Implement causal multi-head attention in PyTorch, then convert it to grouped-query attention.",study bank,study bank,1,0,0,1,OMB-0771,ombharatiya,,Mistral,Mistral:bank_tag,attention,PyTorch,exact,1
UQ-1155,"Implement cosine similarity search over embeddings, then explain why you would not ship it.",study bank,study bank,1,0,0,1,PALLAVI-0226,pallavi-shekhar,,,,embeddings|cosine similarity,,exact,1
UQ-1156,"Implement cosine similarity, dot product, and Euclidean distance functions from scratch"" and ""Build a simple vector similarity search from scratch.",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-015,landedjobs,,,,cosine similarity,,exact,1
UQ-1157,"Implement grouped-query attention in PyTorch and explain where the KV-cache savings come from, since Qwen relies on GQA for serving efficiency.",study bank,study bank,1,0,0,1,OMB-0848,ombharatiya,,Alibaba,Alibaba:bank_tag,KV cache|GQA|attention,PyTorch,exact,1
UQ-1158,Implement logistic regression from scratch (Python).,compiled report,compiled report,1,0,1,0,LANDED2-DATA-AND-APP-043,landedjobs,,Amazon,Amazon:bank_tag,,,exact,1
UQ-1159,Implement Multi-Head Attention from memory,compiled report,compiled report,1,0,1,0,LANDED-Q-CODING-03,landedjobs,,,,attention,,exact,1
UQ-1160,"Implement multi-head self-attention from scratch - no `nn.MultiheadAttention`, and make it causal.",study bank,study bank,1,0,0,1,OMB-0702,ombharatiya,,Google DeepMind,Google DeepMind:bank_tag,attention,,exact,1
UQ-1161,Implement non-maximum suppression. Then vectorise it.,study bank,study bank,1,0,0,1,PALLAVI-0440,pallavi-shekhar,,Tesla,Tesla:bank_tag,,,exact,1
UQ-1162,Implement nucleus (top-p) sampling. What failure mode of top-k does it fix?,study bank,study bank,1,0,0,1,OMB-0703,ombharatiya,,Google DeepMind,Google DeepMind:bank_tag,,,exact,1
UQ-1163,Implement scaled dot-product attention (single head) from memory,compiled report,compiled report,1,0,1,0,LANDED-Q-CODING-02,landedjobs,,,,attention,,exact,1
UQ-1164,Implement scaled dot-product attention with a causal mask in NumPy.,study bank,study bank,1,0,0,1,OMB-0563,ombharatiya,,Amazon,Amazon:bank_tag,attention,NumPy,exact,1
UQ-1165,Implement semantic caching for an LLM endpoint,compiled report,compiled report,1,0,1,0,LANDED-Q-CODING-09,landedjobs,,,,,,exact,1
UQ-1166,Implement semantic search using embeddings and cosine similarity.,compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-016,landedjobs,,,,embeddings|cosine similarity,,exact,1
UQ-1167,"Implement single-step decode with a KV cache in PyTorch, for causal multi-head attention. Then say what changes for a long-context serving system.",study bank,study bank,1,0,0,1,OMB-0790,ombharatiya,,Moonshot AI,Moonshot AI:bank_tag,KV cache|prefill/decode|context window|attention,PyTorch,exact,1
UQ-1168,Implement streaming responses for an LLM API.,compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-022,landedjobs,,OpenAI,OpenAI:bank_tag,,,exact,1
UQ-1169,"Implement the block manager for a paged KV cache: allocate, append, free, and copy-on-write prefix sharing.",study bank,study bank,1,0,0,1,PALLAVI-0431,pallavi-shekhar,,NVIDIA,NVIDIA:bank_tag,KV cache,,exact,1
UQ-1170,Implement the core of a text buffer for an editor: efficient insert/delete at arbitrary positions and fast line lookup. What structure do you pick?,study bank,study bank,1,0,0,1,OMB-0629,ombharatiya,,Cursor,Cursor:bank_tag,,,exact,1
UQ-1171,Implement the core of an editor text buffer: efficient insert/delete at arbitrary positions and fast line lookup. What structure do you pick?,study bank,study bank,1,0,0,1,PALLAVI-0517,pallavi-shekhar,,Cursor (Anysphere),Cursor (Anysphere):bank_tag,,,exact,1
UQ-1172,"Implementation of Logistic Regression from Scratch using Python"" — the classic implementation request: sigmoid, binary cross-entropy loss, gradient computation, and a vectorized gradient-descent training loop. No ML libraries.",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-012,landedjobs,,OpenAI,OpenAI:bank_tag,,,exact,1
UQ-1173,"In numpy, compute minADE and minFDE for multi-modal trajectory predictions with variable-length ground truth. No Python loops.",study bank,study bank,1,0,0,1,OMB-0912,ombharatiya,,Waymo,Waymo:bank_tag,,NumPy,exact,1
UQ-1174,"In this round you can use a coding agent, and we'll be watching how you use it. How do you approach that?",study bank,study bank,1,0,0,1,OMB-0524,ombharatiya,,,,,,exact,1
UQ-1175,In-Memory File System Coding Challenge,compiled report,compiled report,1,0,1,0,LANDED-PERPLEXITY-01,landedjobs,,Perplexity,Perplexity:bank_tag,,,exact,1
UQ-1176,Indexed lookups via B-trees?,study bank,study bank,1,0,0,1,LANDED2-FRONTIER-AI--001-F3,landedjobs,,,,,,exact,1
UQ-1177,Inference/serving for Grok; distributed matrix multiplication,compiled report,compiled report,1,0,1,0,LANDED-XAI-03,landedjobs,,xAI,xAI:bank_tag,,,exact,1
UQ-1178,"Instead of exposing 130 tools as function definitions, you expose them as a code API the agent writes scripts against. Walk me through the tradeoffs.",study bank,study bank,1,0,0,1,OMB-0320,ombharatiya,,,,,,exact,1
UQ-1179,Is RAG still relevant in the era of long-context LLMs?,compiled report,compiled report,1,0,1,0,LANDED-Q-RAG-08,landedjobs,,,,context window|RAG,,exact,1
UQ-1180,"Justify using a neural network for a given problem: what do you need to know about the network, dataset, timeline and business context?",study bank,study bank,1,0,0,1,PALLAVI-0300,pallavi-shekhar,,Google DeepMind and Google AI,Google DeepMind and Google AI:bank_tag,,,exact,1
UQ-1181,k-NN extension; curse-of-dimensionality bound; effect of label noise.?,study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-017-F1,landedjobs,,Microsoft,Microsoft:bank_tag,,,exact,1
UQ-1182,"Kimi extended usable context far beyond typical training lengths. How do you take a model trained at, say, 8K-32K and make it work at 128K or more?",study bank,study bank,1,0,0,1,OMB-0791,ombharatiya,,Moonshot AI,Moonshot AI:bank_tag,,,exact,1
UQ-1183,Kimi K1.5 scaled reinforcement learning for reasoning without a process reward model or tree search. Why might you deliberately keep the RL recipe that simple?,study bank,study bank,1,0,0,1,OMB-0788,ombharatiya,,Moonshot AI,Moonshot AI:bank_tag,,,exact,1
UQ-1184,Kimi K1.5 scaled RL for reasoning without a process reward model or tree search. Why deliberately keep the RL recipe that simple?,study bank,study bank,1,0,0,1,PALLAVI-0363,pallavi-shekhar,,Moonshot AI (Kimi),Moonshot AI (Kimi):bank_tag,,,exact,1
UQ-1185,Kimi K2 is a 1T-parameter MoE with about 32B active per token and hundreds of experts. Explain the routing and the systems cost of training it.,study bank,study bank,1,0,0,1,OMB-0787,ombharatiya,,Moonshot AI,Moonshot AI:bank_tag,MoE,,exact,1
UQ-1186,"Kimi K2 targets agentic and coding tasks (for example SWE-bench-style problems). How would you evaluate whether an agentic model is actually good, beyond a single benchmark number?",study bank,study bank,1,0,0,1,OMB-0789,ombharatiya,,Moonshot AI,Moonshot AI:bank_tag,,,exact,1
UQ-1187,"Kimi K2 targets agentic and coding tasks. How would you evaluate whether an agentic model is actually good, beyond a single benchmark number?",study bank,study bank,1,0,0,1,PALLAVI-0364,pallavi-shekhar,,Moonshot AI (Kimi),Moonshot AI (Kimi):bank_tag,,,exact,1
UQ-1188,Kimi K2 uses Multi-head Latent Attention (MLA). Explain what it does and how it compares to GQA for KV-cache reduction.,study bank,study bank,1,0,0,1,OMB-0783,ombharatiya,,Moonshot AI,Moonshot AI:bank_tag,KV cache|GQA|attention,,exact,1
UQ-1189,Labeling cadence; concept drift; what guardrails matter.?,study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-020-F1,landedjobs,,,,,,exact,1
UQ-1190,LangSmith vs Langfuse vs Arize Phoenix for a multi-framework stack — justify.,compiled report,compiled report,1,0,1,0,LANDED-Q-LLMOPS-07,landedjobs,,,,,LangSmith,exact,1
UQ-1191,"Language modelling, ML system design, deep dive",compiled report,compiled report,1,0,1,0,LANDED-COHERE-02,landedjobs,,Cohere,Cohere:bank_tag,,,exact,1
UQ-1192,Latency budgets; cost-quality Pareto.?,study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-037-F2,landedjobs,,,,,,exact,1
